ID,price,appraisaloffer,online_appraisal_flag,model_year,mileage,make,model,trim_descrip,body,color,engine,cylinders,mpg_city,mpg_highway,horsepower,fuel_capacity,market
3104,37500,7500,0,2015,20,CIP,CIP_6,Premium,E,Gray,2.0L,4,22,28,235,15,8
3105,27500,2500,0,2014,20,AIH,AIH_5,Not Premium,E,Gray,2.5L,4,25,33,203,14,14
3106,27500,7500,0,2012,40,HXQ,HXQ_8,Not Premium,F,Black,1.5L,4,28,38,205,12,9
3107,22500,2500,0,2009,100,CFK,CFK_8,Premium,E,Black,3.6L,6,17,24,290,24,2
3108,42500,17500,1,2015,45,BGZ,BGZ_12,Not Premium,E,Gray,3.8L,6,19,24,291,18,14
3109,32500,12500,0,2013,30,LTX,LTX_3,Not Premium,E,Red,3.6L,6,18,27,310,19,7
3110,32500,22500,0,2016,10,HXQ,HXQ_8,Premium,null,White,1.5L,4,29,37,180,12,2
3111,17500,2500,0,2011,80,BGZ,BGZ_16,Not Premium,F,White,2.4L,4,24,35,185,18,16
3112,27500,27500,0,2013,30,CZV,CZV_10,Premium,E,Gray,2.5L,4,24,30,187,15,2
3113,22500,12500,0,2008,65,HXQ,HXQ_1,Not Premium,E,Gray,3.5L,6,18,25,250,21,4
3114,27500,2500,0,2014,40,AIH,AIH_32,Not Premium,D,Gray,2.7L,4,20,23,159,21,15
3115,17500,2500,0,2013,25,OFW,OFW_21,Not Premium,E,White,2.0L,4,27,33,147,13,9
3116,22500,2500,0,2014,30,OFW,OFW_11,Not Premium,F,Gray,2.4L,4,26,35,185,18,9
3117,27500,7500,0,2014,25,GUK,GUK_1,Not Premium,E,Blue,2.4L,4,25,30,166,16,6
3118,22500,7500,0,2013,45,KQZ,KQZ_4,Not Premium,E,Blue,1.5L,4,23,30,179,15,14
3119,27500,22500,0,2014,25,CFK,CFK_10,Premium,E,Burgundy,3.2L,6,21,29,271,15,5
3120,22500,22500,1,2010,45,CFK,CFK_10,Premium,E,Black,3.2L,6,19,25,271,15,9
3121,22500,12500,0,2013,25,HXQ,HXQ_14,Premium,F,Silver,1.5L,4,29,35,192,14,14
3122,42500,37500,1,2014,30,CIP,CIP_22,Premium,E,White,4.6L,8,15,18,301,19,14
3123,27500,2500,0,2013,30,KQZ,KQZ_15,null,E,White,3.5L,6,17,24,290,18,8
3124,32500,12500,0,2015,50,IZA,IZA_39,Not Premium,E,Blue,2.0L,4,25,29,248,17,10
3125,22500,7500,0,2011,55,KQZ,KQZ_15,null,E,White,2.3L,4,16,23,280,18,12
3126,17500,12500,0,2012,40,NKR,NKR_2,Not Premium,E,Silver,1.4L,4,25,33,138,14,6
3127,17500,2500,0,2012,20,HXQ,HXQ_9,Premium,E,Green,1.8L,4,28,34,141,13,6
3128,32500,7500,1,2012,65,ARU,ARU_11,Not Premium,E,Silver,5.6L,8,13,18,390,28,10
3129,17500,2500,0,2014,5,CFK,CFK_6,Premium,E,Red,2.4L,4,22,30,180,12,1
3130,12500,2500,0,2008,65,KQZ,KQZ_19,Not Premium,F,Black,2.0L,4,26,36,160,12,13
3131,17500,12500,0,2012,25,CZV,CZV_6,Premium,null,Blue,2.0L,0,28,37,155,13,14
3132,27500,32500,0,2013,35,FJE,FJE_5,Not Premium,B,Gray,3.6L,6,19,30,305,18,11
3133,22500,12500,0,2012,60,AIH,AIH_13,Not Premium,F,Blue,2.5L,4,24,33,178,17,4
3134,17500,2500,0,2009,100+,AIH,AIH_10,Premium,null,Silver,1.8L,4,51,48,134,11,5
3135,32500,2500,0,2013,30,HXQ,HXQ_14,Premium,F,Black,2.0L,4,22,32,252,14,10
3136,22500,7500,0,2015,30,HXQ,HXQ_8,Premium,B,White,2.0L,4,29,36,158,12,10
3137,22500,42500,0,2014,60,BGZ,BGZ_17,Not Premium,E,Tan,2.4L,4,21,26,185,18,14
3138,32500,2500,1,2012,80,ARU,ARU_11,Premium,E,Blue,5.6L,8,14,19,390,28,10
3139,12500,2500,0,2013,20,ARU,ARU_2,Not Premium,F,Red,1.6L,4,31,39,109,10,8
3140,32500,22500,0,2015,35,HDT,HDT_4,Premium,null,Gray,2.5L,4,26,33,182,18,4
3141,22500,17500,0,2014,40,FJE,FJE_1,Premium,E,White,3.6L,6,16,24,283,21,15
3142,32500,22500,1,2012,40,JDZ,JDZ_18,null,F,Black,2.0L,4,24,31,241,17,9
3143,27500,17500,0,2015,45,FJE,FJE_3,Premium,G,Red,3.6L,6,17,25,283,20,7
3144,17500,12500,null,2007,100+,KQZ,KQZ_23,Premium,E,White,3.5L,6,19,27,285,18,10
3145,37500,22500,0,2014,15,CIP,CIP_6,Premium,E,Black,2.0L,4,22,28,235,15,15
3146,17500,2500,0,2015,20,NKR,NKR_2,Not Premium,E,Black,1.4L,4,25,30,138,14,9
3147,37500,17500,0,2013,45,LTX,LTX_26,Premium,E,Black,5.3L,8,16,23,355,31,16
3148,37500,12500,0,2012,60,AIH,AIH_32,Premium,D,Gray,3.5L,6,18,23,278,21,14
3149,17500,12500,0,2011,45,KQZ,KQZ_1,Not Premium,F,Silver,1.5L,4,23,34,181,16,5
3150,27500,2500,0,2013,20,HXQ,HXQ_8,Not Premium,F,Red,1.5L,4,28,38,205,12,4
3151,12500,2500,0,2007,100+,CZV,CZV_7,Premium,E,Black,3.7L,6,16,22,273,20,11
3152,37500,7500,0,2014,15,CIP,CIP_3,null,F,Blue,3.5L,6,22,33,302,15,12
3153,22500,2500,0,2014,20,AIH,AIH_25,Not Premium,F,Gray,1.8L,4,28,35,132,13,1
3154,27500,27500,1,2016,40,ARU,ARU_12,Not Premium,F,Blue,2.5L,4,28,39,188,16,2
3155,22500,2500,0,2013,60,LTX,LTX_20,Not Premium,E,Gray,1.5L,4,26,32,170,14,14
3156,22500,27500,0,2012,50,OFW,OFW_20,Not Premium,E,White,1.6L,4,26,32,175,16,8
3157,32500,7500,0,2013,50,HXQ,HXQ_4,Premium,G,Blue,3.5L,6,19,28,280,19,11
3158,27500,17500,1,2013,15,BGZ,BGZ_4,Premium,E,Silver,2.0L,4,20,23,237,16,7
3159,17500,7500,0,2009,30,AIH,AIH_25,Not Premium,F,White,1.8L,4,29,38,132,13,1
3160,27500,2500,0,2012,35,CZV,CZV_7,Premium,E,Gray,2.5L,4,20,26,227,19,12
3161,57500,37500,0,2015,60,KQZ,KQZ_26,Premium,E,White,3.5L,6,17,22,375,23,7
3162,22500,7500,1,2011,25,CFK,CFK_10,Not Premium,E,Red,3.2L,6,21,28,271,15,2
3163,42500,32500,0,2015,55,CIP,CIP_31,null,E,Silver,3.5L,6,20,27,295,19,9
3164,37500,12500,0,2015,20,NKR,NKR_9,Not Premium,E,Black,3.6L,6,18,26,310,19,6
3165,17500,2500,1,2011,50,BXO,BXO_6,Not Premium,F,Black,2.4L,4,23,36,184,15,16
3166,17500,2500,0,2011,55,AIH,AIH_13,Not Premium,F,Black,2.5L,4,25,35,178,17,11
3167,27500,7500,0,2013,20,LTX,LTX_21,Not Premium,B,Silver,2.0L,4,22,31,275,19,13
3168,27500,2500,0,2012,60,FJE,FJE_10,Not Premium,F,Black,3.6L,6,19,30,292,18,9
3169,37500,17500,1,2008,25,CFK,CFK_5,Premium,E,Gray,3.6L,6,16,21,285,18,8
3170,32500,32500,1,2014,25,JGV,JGV_7,Not Premium,E,Red,2.0L,4,19,25,245,15,9
3171,22500,2500,1,2014,10,OFW,OFW_6,Not Premium,F,Silver,2.0L,4,28,37,147,14,7
3172,32500,22500,1,2014,30,CZV,CZV_10,Premium,E,Gray,2.5L,4,24,30,187,15,11
3173,22500,2500,0,2013,50,ARU,ARU_4,Not Premium,E,White,2.5L,4,25,32,170,14,4
3174,47500,17500,1,2012,40,JJQ,JJQ_6,null,E,White,3.0L,6,16,21,340,23,10
3175,32500,2500,0,2016,10,HXQ,HXQ_14,Premium,F,Gray,1.5L,4,29,35,192,14,10
3176,27500,22500,1,2014,30,JHO,JHO_4,Not Premium,E,Blue,2.0L,4,22,29,184,15,15
3177,12500,37500,1,2012,35,JHO,JHO_10,Not Premium,F,Gray,1.4L,4,28,38,150,14,15
3178,27500,2500,0,2014,30,HAE,HAE_12,Not Premium,E,Silver,2.0L,4,24,31,268,16,1
3179,12500,2500,0,2007,100+,OFW,OFW_14,Premium,E,Gray,3.5L,6,20,26,276,18,1
3180,37500,17500,0,2012,55,BDP,BDP_13,Premium,E,White,3.6L,6,18,26,310,21,6
3181,32500,17500,null,2014,30,AIH,AIH_5,Not Premium,E,Black,2.5L,4,26,35,203,14,10
3182,27500,7500,1,2013,10,LTX,LTX_20,Premium,E,Gray,1.5L,4,26,32,170,14,11
3183,22500,2500,0,2013,50,AIH,AIH_12,Not Premium,F,Black,2.5L,4,51,53,208,13,16
3184,32500,12500,0,2012,30,LTX,LTX_3,Premium,E,White,3.6L,6,15,22,288,22,3
3185,27500,2500,0,2014,55,AIH,AIH_13,Not Premium,F,Blue,2.5L,4,28,39,203,16,4
3186,12500,2500,1,2008,90,HDT,HDT_10,Premium,F,Silver,2.5L,4,24,32,173,18,14
3187,22500,7500,0,2014,25,LTX,LTX_20,Not Premium,E,Silver,1.5L,4,26,32,170,14,13
3188,37500,17500,0,2013,45,IZA,IZA_16,Not Premium,E,Silver,3.0L,6,18,25,300,22,4
3189,37500,2500,0,2014,25,CIP,CIP_24,Premium,F,White,2.0L,4,21,30,241,17,1
3190,22500,2500,0,2012,30,ARU,ARU_16,Not Premium,E,Black,3.5L,6,19,26,284,19,9
3191,27500,12500,0,2011,30,LYP,LYP_8,Premium,E,Black,2.0L,4,20,28,220,19,10
3192,37500,17500,0,2013,45,LYP,LYP_8,Premium,E,Gray,2.0L,4,23,27,252,18,8
3193,22500,12500,0,2012,100+,KQZ,KQZ_15,Premium,E,Black,3.5L,6,18,25,290,18,4
3194,27500,2500,0,2014,30,BGZ,BGZ_4,Not Premium,E,Red,2.4L,4,21,25,181,16,1
3195,37500,7500,1,2013,25,LYP,LYP_22,Premium,F,Black,2.0L,4,24,34,252,15,14
3196,22500,2500,0,2012,35,HXQ,HXQ_10,Not Premium,E,Gray,2.4L,4,26,32,184,14,10
3197,17500,2500,1,2009,90,CZV,CZV_10,Premium,E,Silver,2.5L,4,25,32,184,14,10
3198,32500,2500,0,2013,25,CFK,CFK_8,Not Premium,E,White,3.6L,6,18,25,293,24,2
3199,17500,17500,1,2004,60,AIH,AIH_5,Premium,E,White,3.5L,6,19,27,269,15,8
3200,27500,12500,0,2014,15,HXQ,HXQ_1,Not Premium,E,Gray,3.5L,6,18,26,280,19,16
3201,27500,7500,0,2011,35,CFK,CFK_5,Premium,E,Black,3.6L,6,16,21,285,22,2
3202,47500,37500,0,2015,15,CFK,CFK_8,Premium,E,Purple,5.7L,8,18,25,360,24,4
3203,12500,22500,0,2006,100,ARU,ARU_12,Not Premium,F,Black,2.5L,4,23,32,175,20,10
3204,27500,7500,0,2015,30,ARU,ARU_16,Premium,E,Gray,3.5L,6,20,27,284,19,5
3205,42500,22500,0,2015,20,AIH,AIH_26,Premium,E,Red,4.0L,6,16,19,270,23,1
3206,37500,42500,1,2015,10,AIH,AIH_32,Premium,D,White,3.5L,6,19,24,278,21,14
3207,27500,27500,1,2012,30,FVQ,FVQ_8,Premium,E,Black,2.4L,4,20,28,182,18,2
3208,32500,12500,1,2011,60,KQZ,KQZ_3,Not Premium,D,Black,2.7L,6,17,23,325,23,5
3209,47500,2500,0,2015,25,AIH,AIH_8,Not Premium,D,Black,5.7L,8,13,18,381,26,12
3210,32500,17500,1,2013,30,AIH,AIH_8,Not Premium,D,Orange,4.6L,8,15,19,310,26,1
3211,32500,37500,0,2015,10,HDT,HDT_12,Premium,E,Pearl,2.0L,4,27,33,152,16,7
3212,17500,2500,0,2006,30,HDT,HDT_10,Premium,F,White,2.5L,4,19,27,170,18,16
3213,27500,22500,1,2013,20,LYP,LYP_22,Premium,F,Gray,2.0L,4,24,34,252,15,10
3214,42500,37500,1,2015,45,KQZ,KQZ_3,Not Premium,D,Black,2.7L,6,18,23,325,26,11
3215,42500,27500,0,2014,25,LYP,LYP_8,Premium,E,Gray,2.0L,4,22,27,248,18,14
3216,27500,2500,0,2014,35,CZV,CZV_10,Premium,E,Gray,2.5L,4,25,31,187,14,1
3217,12500,12500,0,2005,100+,AIH,AIH_25,Not Premium,F,White,1.8L,4,26,34,132,13,14
3218,17500,7500,0,2010,15,NKR,NKR_2,null,E,White,1.4L,4,25,33,138,14,4
3219,22500,7500,0,2011,65,IZA,IZA_39,Premium,E,Gray,2.0L,4,21,28,240,17,4
3220,22500,32500,0,2009,75,HXQ,HXQ_4,Premium,G,Burgundy,3.5L,6,19,28,248,21,4
3221,27500,17500,1,2013,55,JHO,JHO_12,Not Premium,E,Blue,3.6L,6,17,23,276,18,14
3222,47500,27500,0,2016,20,BZQ,BZQ_4,Not Premium,D,Black,3.6L,6,19,24,305,26,5
3223,42500,42500,0,2015,15,AIH,AIH_32,Premium,D,Gray,3.5L,6,18,22,278,21,8
3224,22500,17500,1,2010,60,LTX,LTX_19,Not Premium,F,Black,3.6L,6,17,25,260,18,14
3225,22500,2500,0,2013,80,AIH,AIH_5,Not Premium,E,Silver,2.5L,4,23,30,176,15,4
3226,22500,22500,1,2008,55,JHO,JHO_1,Premium,null,Black,2.0L,4,22,30,200,14,11
3227,32500,12500,0,2013,20,HDT,HDT_4,Premium,null,Green,3.6L,6,20,27,256,18,10
3228,37500,2500,0,2013,25,AIH,AIH_8,Not Premium,D,Silver,5.7L,8,13,17,381,26,14
3229,27500,17500,0,2009,70,KQZ,KQZ_15,Premium,E,White,3.5L,6,16,22,365,18,12
3230,37500,32500,1,2013,60,HXQ,HXQ_1,Premium,E,Blue,3.5L,6,19,26,280,19,2
3231,17500,7500,0,2011,45,FVQ,FVQ_4,Not Premium,E,Silver,3.6L,6,15,22,281,22,13
3232,22500,7500,0,2014,20,HXQ,HXQ_9,Not Premium,E,Silver,1.8L,4,26,31,141,13,7
3233,37500,17500,0,2014,40,LTX,LTX_12,Premium,D,Black,3.6L,6,17,24,308,21,11
3234,22500,7500,0,2013,25,ARU,ARU_4,Not Premium,E,Blue,2.5L,4,25,32,170,14,14
3235,27500,17500,0,2014,30,CZV,CZV_10,Premium,E,Black,2.5L,4,24,30,187,15,5
3236,37500,17500,0,2014,45,LYP,LYP_4,Premium,null,Black,2.0L,4,23,34,248,15,6
3237,12500,2500,1,2007,95,BGZ,BGZ_16,Not Premium,F,Silver,2.4L,4,24,35,200,18,14
3238,27500,2500,0,2009,90,LTX,LTX_26,Not Premium,E,Gold,5.3L,8,15,21,320,31,12
3239,17500,2500,0,2008,65,HXQ,HXQ_14,Premium,B,Black,3.5L,6,18,28,278,17,16
3240,22500,12500,null,2012,55,HXQ,HXQ_8,Not Premium,F,Gray,2.0L,4,31,40,158,12,10
3241,32500,27500,0,2013,30,FJE,FJE_9,Premium,E,Black,3.6L,6,18,25,295,24,3
3242,22500,7500,0,2015,20,BGZ,BGZ_5,Not Premium,null,Red,2.0L,4,27,33,147,14,11
3243,22500,27500,0,2013,40,OFW,OFW_14,Not Premium,E,Blue,3.3L,6,18,25,290,18,10
3244,32500,27500,0,2014,10,CFK,CFK_8,Premium,E,White,3.6L,6,19,26,293,24,9
3245,17500,2500,0,2012,80,CFK,CFK_10,Premium,E,Black,2.4L,4,21,30,184,15,6
3246,22500,2500,0,2012,50,HXQ,HXQ_8,Premium,B,Black,1.5L,4,31,40,174,12,15
3247,27500,7500,0,2011,65,KQZ,KQZ_15,Not Premium,E,Black,3.5L,6,17,24,290,18,4
3248,42500,22500,1,2015,30,CIP,CIP_6,Premium,E,Silver,2.0L,4,22,28,235,15,9
3249,22500,7500,1,2011,30,ARU,ARU_17,Not Premium,D,Black,2.5L,4,17,23,152,21,16
3250,27500,7500,0,2015,30,KQZ,KQZ_4,Not Premium,E,Silver,1.5L,3,27,33,180,14,8
3251,27500,7500,0,2011,35,JDZ,JDZ_18,null,F,Silver,2.0L,4,24,31,241,17,7
3252,17500,22500,0,2013,60,KQZ,KQZ_20,Premium,null,Black,1.6L,4,26,33,197,12,7
3253,17500,7500,0,2007,65,HXQ,HXQ_8,Premium,F,Blue,1.8L,4,28,39,140,13,5
3254,27500,2500,1,2011,70,AIH,AIH_26,Not Premium,E,Red,4.0L,6,17,22,270,23,11
3255,22500,2500,0,2014,60,BGZ,BGZ_4,Not Premium,E,White,2.4L,4,23,30,181,16,8
3256,17500,2500,0,2013,65,ARU,ARU_18,Not Premium,F,Silver,1.8L,4,29,37,124,13,14
3257,37500,12500,0,2015,30,OFW,OFW_14,Premium,E,Black,2.0L,4,20,26,235,18,11
3258,17500,2500,0,2010,100,AIH,AIH_13,Not Premium,F,Black,2.5L,4,25,35,178,17,10
3259,22500,2500,0,2013,40,CFK,CFK_10,Premium,E,White,3.2L,6,21,28,271,15,11
3260,37500,17500,0,2015,40,AIH,AIH_8,Not Premium,D,Silver,5.7L,8,13,18,381,26,11
3261,22500,2500,0,2013,35,AIH,AIH_13,Premium,F,Silver,2.5L,4,28,39,206,16,5
3262,37500,27500,0,2014,40,BDP,BDP_13,Premium,E,White,3.6L,6,19,26,310,19,6
3263,12500,2500,0,2005,85,CZV,CZV_9,Not Premium,F,Red,3.7L,6,17,25,272,18,16
3264,27500,2500,0,2013,45,HXQ,HXQ_10,Premium,E,Black,1.5L,5,28,34,190,14,7
3265,22500,7500,0,2014,20,HXQ,HXQ_14,Premium,F,White,1.5L,4,29,35,192,14,8
3266,22500,7500,0,2012,65,HXQ,HXQ_8,Premium,null,Silver,1.5L,4,30,39,180,12,10
3267,32500,2500,0,2012,25,CFK,CFK_5,Premium,E,Black,3.6L,6,17,21,285,18,14
3268,27500,7500,1,2013,35,CZV,CZV_10,Premium,E,Blue,2.5L,4,24,30,187,15,2
3269,22500,22500,0,2007,100,CFK,CFK_5,Premium,E,Black,3.6L,6,16,21,285,22,14
3270,17500,17500,0,2013,15,ARU,ARU_18,Not Premium,F,Silver,1.8L,4,29,37,124,13,9
3271,22500,2500,0,2014,20,AIH,AIH_25,Premium,F,Blue,1.8L,4,28,35,132,13,3
3272,17500,22500,0,2011,35,HDT,HDT_9,Premium,null,White,2.0L,4,26,34,148,15,16
3273,32500,22500,1,2011,75,AIH,AIH_26,Premium,E,Silver,4.0L,6,17,21,270,23,4
3274,37500,22500,0,2013,25,KQZ,KQZ_3,Not Premium,D,Gold,2.7L,6,18,23,325,26,5
3275,17500,2500,0,2009,90,HDT,HDT_10,Premium,F,White,2.5L,4,24,32,173,18,16
3276,27500,17500,1,2013,35,CFK,CFK_8,Not Premium,E,Black,3.6L,6,18,25,293,24,5
3277,27500,22500,0,2010,30,JDZ,JDZ_18,null,F,White,2.0L,4,24,31,241,18,11
3278,27500,2500,0,2013,45,KQZ,KQZ_3,Not Premium,D,Gray,2.7L,6,20,25,325,23,9
3279,22500,2500,0,2011,25,ARU,ARU_12,Not Premium,F,Silver,2.5L,4,27,39,182,18,6
3280,17500,32500,1,2014,25,HXQ,HXQ_8,Not Premium,F,Red,2.0L,4,30,38,158,12,16
3281,22500,2500,1,2013,50,KQZ,KQZ_4,Not Premium,E,Blue,1.5L,4,22,28,179,15,9
3282,27500,7500,0,2012,55,CFK,CFK_8,Premium,E,Gray,3.6L,6,18,25,293,24,4
3283,32500,27500,0,2013,15,IZA,IZA_32,Premium,E,Black,2.0L,4,22,31,228,16,16
3284,22500,7500,0,2013,25,LTX,LTX_20,Not Premium,E,Black,1.5L,4,26,32,170,14,14
3285,27500,2500,0,2011,70,JDZ,JDZ_18,null,F,Gray,2.0L,4,24,31,241,17,7
3286,32500,17500,0,2013,10,LYP,LYP_8,Premium,E,Gray,2.0L,4,23,27,252,18,11
3287,17500,12500,0,2007,40,IZA,IZA_39,Premium,E,White,3.0L,6,19,26,306,17,13
3288,32500,37500,1,2013,35,JDZ,JDZ_20,null,E,Gray,2.0L,4,21,28,241,17,16
3289,17500,7500,0,2015,10,BGZ,BGZ_6,Not Premium,F,Black,2.0L,4,29,40,147,14,16
3290,22500,22500,1,2011,20,IZA,IZA_32,Premium,E,Gray,2.0L,4,22,32,228,16,10
3291,17500,2500,1,2014,20,HDT,HDT_7,Premium,null,White,2.0L,4,28,37,152,13,6
3292,22500,2500,0,2012,20,HXQ,HXQ_10,Not Premium,E,Gray,2.4L,4,25,31,184,14,14
3293,22500,7500,0,2014,35,BGZ,BGZ_17,Not Premium,E,Blue,2.4L,4,22,29,185,18,8
3294,42500,17500,0,2014,20,KQZ,KQZ_11,Premium,B,Black,5.0L,8,15,25,435,16,12
3295,37500,12500,1,2015,25,BZQ,BZQ_4,Not Premium,D,Silver,5.7L,8,20,25,395,23,8
3296,37500,7500,0,2015,10,LTX,LTX_21,Premium,B,Black,6.2L,8,16,24,455,19,9
3297,17500,7500,0,2013,60,KQZ,KQZ_1,Not Premium,F,Blue,1.5L,4,23,34,181,16,8
3298,27500,7500,0,2013,50,ARU,ARU_4,Not Premium,E,Silver,2.5L,4,25,32,170,14,7
3299,37500,37500,1,2010,75,HAE,HAE_19,null,E,Gray,5.6L,8,14,20,400,26,11
3300,27500,12500,0,2015,10,HDT,HDT_8,null,F,White,2.0L,4,21,27,268,15,15
3301,32500,17500,0,2013,65,JHO,JHO_12,Not Premium,E,Black,3.6L,6,17,23,276,18,14
3302,27500,12500,0,2014,70,AIH,AIH_13,Not Premium,F,White,2.5L,4,28,39,203,16,9
3303,17500,2500,0,2012,50,LTX,LTX_6,Not Premium,F,Blue,1.5L,4,27,36,160,13,13
3304,12500,2500,0,2010,60,ARU,ARU_18,Not Premium,F,Silver,1.8L,4,29,39,130,13,2
3305,22500,7500,0,2015,60,LTX,LTX_6,Not Premium,F,Black,1.5L,4,29,36,160,15,1
3306,42500,2500,0,2013,45,HXQ,HXQ_4,Premium,G,Gray,3.5L,6,19,28,280,19,11
3307,37500,22500,0,2017,5,CZV,CZV_10,null,E,Gray,2.5L,4,22,27,227,15,7
3308,22500,2500,0,2012,55,ARU,ARU_16,Premium,E,Gray,3.5L,6,19,26,284,19,11
3309,42500,22500,0,2013,25,CFK,CFK_5,Premium,E,Black,3.6L,6,16,21,285,22,7
3310,42500,27500,0,2013,40,LTX,LTX_9,Premium,D,Silver,5.3L,8,17,22,355,26,15
3311,27500,7500,0,2012,25,IZA,IZA_32,Premium,E,White,2.0L,4,22,31,228,16,14
3312,12500,2500,0,2007,65,LTX,LTX_16,Not Premium,F,Black,1.4L,4,24,36,138,15,10
3313,32500,2500,0,2014,25,KQZ,KQZ_15,Not Premium,E,Silver,3.5L,6,16,22,290,18,4
3314,27500,12500,0,2012,80,BGZ,BGZ_17,Premium,E,White,3.3L,6,17,23,290,18,15
3315,72500,12500,0,2016,5,FVQ,FVQ_1,Premium,D,Blue,3.0L,6,16,22,277,24,15
3316,17500,2500,0,2011,40,CFK,CFK_10,Premium,E,Red,2.4L,4,22,31,184,15,1
3317,12500,2500,0,2008,45,ARU,ARU_4,Not Premium,E,Black,2.5L,4,22,27,170,15,12
3318,32500,17500,0,2015,25,KQZ,KQZ_23,Premium,E,Black,2.0L,4,21,28,250,18,3
3319,12500,2500,0,2009,80,LTX,LTX_13,null,null,White,1.4L,4,35,40,149,9,10
3320,27500,17500,0,2013,30,FVQ,FVQ_8,Premium,E,White,1.5L,4,26,30,170,14,11
3321,22500,2500,0,2015,10,AIH,AIH_1,Not Premium,E,Blue,2.0L,4,27,31,144,13,8
3322,37500,27500,1,2013,50,CFK,CFK_8,Premium,E,Gray,3.6L,6,18,25,295,24,2
3323,27500,12500,1,2009,85,BZQ,BZQ_4,Not Premium,D,White,5.7L,8,15,21,395,26,14
3324,32500,22500,0,2013,40,AIH,AIH_15,Premium,E,Black,3.5L,6,21,27,295,19,6
3325,22500,2500,0,2014,65,FJE,FJE_3,Premium,G,Black,3.6L,6,17,25,283,20,16
3326,27500,27500,1,2014,30,CFK,CFK_10,Premium,E,Black,3.2L,6,22,31,271,15,4
3327,17500,2500,0,2011,75,ARU,ARU_4,Premium,E,Blue,2.5L,4,26,33,170,14,8
3328,27500,22500,1,2011,50,HAE,HAE_11,null,E,Gray,3.5L,6,19,26,265,19,11
3329,22500,2500,0,2013,15,NKR,NKR_2,Not Premium,E,Black,1.4L,4,24,30,138,14,12
3330,17500,2500,0,2014,25,GUK,GUK_8,Not Premium,E,White,2.0L,4,24,30,148,16,10
3331,27500,22500,1,2014,20,CFK,CFK_10,Premium,E,Black,3.2L,6,18,24,271,15,9
3332,22500,2500,0,2012,45,LTX,LTX_12,Not Premium,D,Black,2.5L,4,20,26,200,21,2
3333,27500,22500,0,2015,15,KQZ,KQZ_1,Not Premium,F,Blue,1.5L,4,23,34,181,16,4
3334,37500,2500,0,2015,25,AIH,AIH_32,Not Premium,D,Gray,3.5L,6,18,22,278,21,7
3335,32500,22500,0,2013,45,KQZ,KQZ_3,Not Premium,D,Gray,2.7L,4,18,23,325,23,9
3336,22500,2500,0,2012,30,AIH,AIH_29,Not Premium,G,Gray,3.5L,6,19,27,296,20,1
3337,32500,32500,1,2014,25,BZQ,BZQ_7,Not Premium,D,White,5.7L,8,16,23,395,26,3
3338,32500,17500,0,2013,85,ARU,ARU_11,Premium,E,White,5.6L,8,14,19,390,26,8
3339,37500,2500,0,2011,50,JDZ,JDZ_46,null,E,White,3.0L,6,17,21,362,26,16
3340,17500,2500,0,2010,40,NKR,NKR_2,Premium,E,Black,1.4L,4,25,33,138,14,7
3341,37500,42500,0,2015,50,CFK,CFK_5,Not Premium,E,Silver,2.0L,4,17,23,270,21,7
3342,22500,7500,0,2010,65,HXQ,HXQ_4,Premium,G,Silver,3.5L,6,19,28,248,21,4
3343,22500,7500,1,2013,40,JHO,JHO_11,Premium,F,Black,3.6L,6,19,28,280,18,14
3344,22500,17500,1,2012,30,CZV,CZV_10,Premium,E,Gray,2.5L,4,23,29,187,15,3
3345,22500,2500,0,2012,40,HXQ,HXQ_14,Premium,F,Gray,2.4L,4,26,34,189,17,14
3346,22500,17500,0,2012,50,HDT,HDT_12,Premium,E,Black,2.0L,4,26,33,148,15,3
3347,22500,2500,0,2014,25,HXQ,HXQ_14,Not Premium,F,Red,1.5L,4,30,38,192,14,5
3348,27500,7500,0,2016,50,HXQ,HXQ_8,Not Premium,null,Black,1.5L,4,31,40,174,12,14
3349,22500,7500,0,2008,50,AIH,AIH_26,Not Premium,E,White,4.0L,6,17,21,270,23,1
3350,22500,17500,1,2013,20,BGZ,BGZ_4,Premium,E,Blue,2.0L,4,21,26,240,16,7
3351,32500,12500,0,2011,45,LTX,LTX_9,Premium,D,White,4.3L,6,17,22,285,26,7
3352,22500,12500,1,2013,55,HXQ,HXQ_14,Not Premium,F,Gold,1.5L,6,30,38,192,14,12
3353,17500,17500,1,2011,65,KQZ,KQZ_6,Not Premium,F,Brown,3.5L,6,18,27,288,19,12
3354,22500,7500,0,2012,35,HXQ,HXQ_9,Not Premium,E,Silver,1.8L,4,28,34,141,13,2
3355,37500,22500,1,2015,10,FJE,FJE_10,Premium,F,Silver,5.7L,8,16,25,370,18,1
3356,17500,22500,1,2012,45,ARU,ARU_4,Premium,E,Blue,2.5L,4,25,32,170,14,1
3357,12500,2500,0,2007,45,HXQ,HXQ_8,Not Premium,F,Gray,1.8L,4,28,39,140,13,14
3358,22500,2500,1,2013,25,AIH,AIH_5,Not Premium,E,Black,2.5L,4,23,30,176,15,12
3359,22500,7500,0,2013,30,LTX,LTX_6,Not Premium,F,Black,1.5L,4,27,36,160,15,7
3360,17500,12500,0,2012,40,BGZ,BGZ_5,Premium,null,Black,1.6L,4,26,31,201,14,7
3361,22500,32500,1,2014,35,HXQ,HXQ_8,Not Premium,B,Black,1.5L,4,31,40,174,12,5
